mouse_gene,human_gene_upper,human_gene,in_bulk,in_sce
Gas2l1,GAS2L1,GAS2L1,True,True
Gas2l2,GAS2L2,GAS2L2,True,True
Gas2l3,GAS2L3,GAS2L3,True,True
Gas5,GAS5,GAS5,True,True
Gas6,GAS6,GAS6,True,True
Gas7,GAS7,GAS7,True,True
Gas8,GAS8,GAS8,True,True
Gask1a,GASK1A,GASK1A,False,True
Gask1b,GASK1B,GASK1B,False,True
Gata2,GATA2,GATA2,True,True
Gata6,GATA6,GATA6,False,True
Gatad1,GATAD1,GATAD1,True,True
Gatad2a,GATAD2A,GATAD2A,True,True
Gatad2b,GATAD2B,GATAD2B,True,True
Gatb,GATB,GATB,True,True
Gatc,GATC,GATC,True,True
Gatd1,GATD1,GATD1,False,True
Gatd3a,GATD3A,GATD3A,False,True
Gatm,GATM,GATM,True,True
Gatsl2,GATSL2,GATSL2,True,False
Gatsl3,GATSL3,GATSL3,True,False
Gba,GBA,GBA,True,True
Gba2,GBA2,GBA2,True,True
Gbe1,GBE1,GBE1,True,True
Gbf1,GBF1,GBF1,True,True
Gbgt1,GBGT1,GBGT1,True,True
Gbp2,GBP2,GBP2,True,True
Gbp3,GBP3,GBP3,True,True
Gbp4,GBP4,GBP4,True,True
Gbp5,GBP5,GBP5,True,True
Gbp6,GBP6,GBP6,False,True
Gbp7,GBP7,GBP7,False,True
Gbx1,GBX1,GBX1,False,True
Gbx2,GBX2,GBX2,True,True
Gca,GCA,GCA,True,True
Gcat,GCAT,GCAT,True,True
Gcc1,GCC1,GCC1,True,True
Gcc2,GCC2,GCC2,True,True
Gcdh,GCDH,GCDH,True,True
Gcfc2,GCFC2,GCFC2,True,True
Gch1,GCH1,GCH1,True,True
Gchfr,GCHFR,GCHFR,True,True
Gck,GCK,GCK,True,True
Gckr,GCKR,GCKR,True,True
Gclc,GCLC,GCLC,True,True
Gclm,GCLM,GCLM,True,True
Gcn1,GCN1,GCN1,True,True
Gcnt1,GCNT1,GCNT1,True,True
Gcnt2,GCNT2,GCNT2,True,True
Gcnt4,GCNT4,GCNT4,True,True
Gcnt7,GCNT7,GCNT7,False,True
Gcom1,GCOM1,GCOM1,False,True
Gcsh,GCSH,GCSH,True,True
Gda,GDA,GDA,True,True
Gdap1,GDAP1,GDAP1,True,True
Gdap1l1,GDAP1L1,GDAP1L1,True,True
Gdap2,GDAP2,GDAP2,True,True
Gde1,GDE1,GDE1,True,True
Gdf10,GDF10,GDF10,True,True
Gdf11,GDF11,GDF11,True,True
Gdf15,GDF15,GDF15,False,True
Gdf5,GDF5,GDF5,False,True
Gdf9,GDF9,GDF9,True,True
Gdi1,GDI1,GDI1,True,True
Gdi2,GDI2,GDI2,True,True
Gdnf,GDNF,GDNF,True,True
Gdpd1,GDPD1,GDPD1,True,True
Gdpd2,GDPD2,GDPD2,True,True
Gdpd3,GDPD3,GDPD3,True,True
Gdpd4,GDPD4,GDPD4,False,True
Gdpd5,GDPD5,GDPD5,True,True
Gdpgp1,GDPGP1,GDPGP1,True,True
Gem,GEM,GEM,True,True
Gemin2,GEMIN2,GEMIN2,True,True
Gemin4,GEMIN4,GEMIN4,True,True
Gemin5,GEMIN5,GEMIN5,True,True
Gemin6,GEMIN6,GEMIN6,True,True
Gemin7,GEMIN7,GEMIN7,True,True
Gemin8,GEMIN8,GEMIN8,True,True
Gen1,GEN1,GEN1,True,True
Get4,GET4,GET4,True,True
Gfap,GFAP,GFAP,True,True
Gfer,GFER,GFER,True,True
Gfm1,GFM1,GFM1,True,True
Gfm2,GFM2,GFM2,True,True
Gfod1,GFOD1,GFOD1,True,True
Gfod2,GFOD2,GFOD2,True,True
Gfpt1,GFPT1,GFPT1,True,True
Gfpt2,GFPT2,GFPT2,True,True
Gfra1,GFRA1,GFRA1,True,True
Gfra2,GFRA2,GFRA2,True,True
Gfra4,GFRA4,GFRA4,False,True
Gfy,GFY,GFY,False,True
Gga1,GGA1,GGA1,True,True
Gga2,GGA2,GGA2,True,True
Gga3,GGA3,GGA3,True,True
Ggact,GGACT,GGACT,True,True
Ggct,GGCT,GGCT,True,True
Ggcx,GGCX,GGCX,True,True
Ggh,GGH,GGH,True,True
Ggn,GGN,GGN,True,True
Ggnbp2,GGNBP2,GGNBP2,True,True
Ggps1,GGPS1,GGPS1,True,True
Ggt1,GGT1,GGT1,True,True
Ggt5,GGT5,GGT5,True,True
Ggt7,GGT7,GGT7,True,True
Ghdc,GHDC,GHDC,True,True
Ghitm,GHITM,GHITM,True,True
Ghr,GHR,GHR,True,True
Ghrh,GHRH,GHRH,False,True
Ghrl,GHRL,GHRL,True,True
Gid4,GID4,GID4,True,True
Gid8,GID8,GID8,True,True
Gigyf1,GIGYF1,GIGYF1,True,True
Gigyf2,GIGYF2,GIGYF2,True,True
Gimap1,GIMAP1,GIMAP1,True,True
Gimap4,GIMAP4,GIMAP4,True,True
Gimap5,GIMAP5,GIMAP5,True,True
Gimap6,GIMAP6,GIMAP6,True,True
Gimap8,GIMAP8,GIMAP8,True,True
Gin1,GIN1,GIN1,True,True
Ginm1,GINM1,GINM1,True,True
Gins1,GINS1,GINS1,True,True
Gins2,GINS2,GINS2,True,True
Gins3,GINS3,GINS3,True,True
Gins4,GINS4,GINS4,True,True
Gipc1,GIPC1,GIPC1,True,True
Gipc2,GIPC2,GIPC2,True,True
Gipc3,GIPC3,GIPC3,True,True
Gipr,GIPR,GIPR,True,True
Git1,GIT1,GIT1,True,True
Git2,GIT2,GIT2,True,True
Gja1,GJA1,GJA1,True,True
Gja4,GJA4,GJA4,True,True
Gja5,GJA5,GJA5,True,True
Gjb1,GJB1,GJB1,True,True
Gjb2,GJB2,GJB2,True,True
Gjb6,GJB6,GJB6,True,True
Gjc1,GJC1,GJC1,True,True
Gjc2,GJC2,GJC2,True,True
Gjc3,GJC3,GJC3,False,True
Gjd2,GJD2,GJD2,True,True
Gk,GK,GK,True,True
Gk5,GK5,GK5,True,True
Gkap1,GKAP1,GKAP1,True,True
Gla,GLA,GLA,True,True
Glb1,GLB1,GLB1,True,True
Glb1l,GLB1L,GLB1L,True,True
Glb1l2,GLB1L2,GLB1L2,True,True
Glb1l3,GLB1L3,GLB1L3,True,True
Glcci1,GLCCI1,GLCCI1,True,True
Glce,GLCE,GLCE,True,True
Gldc,GLDC,GLDC,True,True
Gldn,GLDN,GLDN,True,True
Gle1,GLE1,GLE1,True,True
Glg1,GLG1,GLG1,True,True
Gli1,GLI1,GLI1,True,True
Gli2,GLI2,GLI2,True,True
Gli3,GLI3,GLI3,True,True
Glipr1,GLIPR1,GLIPR1,True,True
Glipr1l1,GLIPR1L1,GLIPR1L1,False,True
Glipr2,GLIPR2,GLIPR2,True,True
Glis1,GLIS1,GLIS1,True,True
Glis2,GLIS2,GLIS2,True,True
Glis3,GLIS3,GLIS3,True,True
Glmn,GLMN,GLMN,True,True
Glmp,GLMP,GLMP,True,True
Glo1,GLO1,GLO1,True,True
Glod4,GLOD4,GLOD4,True,True
Glod5,GLOD5,GLOD5,False,True
Glp2r,GLP2R,GLP2R,True,True
Glra1,GLRA1,GLRA1,True,True
Glra2,GLRA2,GLRA2,True,True
Glra3,GLRA3,GLRA3,True,True
Glra4,GLRA4,GLRA4,True,True
Glrb,GLRB,GLRB,True,True
Glrx,GLRX,GLRX,True,True
Glrx2,GLRX2,GLRX2,True,True
Glrx3,GLRX3,GLRX3,True,True
Glrx5,GLRX5,GLRX5,True,True
Gls,GLS,GLS,True,True
Gls2,GLS2,GLS2,True,True
Glt1d1,GLT1D1,GLT1D1,True,True
Glt8d1,GLT8D1,GLT8D1,True,True
Glt8d2,GLT8D2,GLT8D2,True,True
Gltp,GLTP,GLTP,True,True
Glud1,GLUD1,GLUD1,True,True
Glul,GLUL,GLUL,True,True
Glyctk,GLYCTK,GLYCTK,True,True
Glyr1,GLYR1,GLYR1,True,True
Gm2a,GM2A,GM2A,True,True
Gmcl1,GMCL1,GMCL1,True,True
Gmds,GMDS,GMDS,True,True
Gmeb1,GMEB1,GMEB1,True,True
Gmeb2,GMEB2,GMEB2,True,True
Gmfb,GMFB,GMFB,True,True
Gmfg,GMFG,GMFG,True,True
Gmip,GMIP,GMIP,True,True
Gmnc,GMNC,GMNC,True,True
Gmnn,GMNN,GMNN,True,True
Gmppa,GMPPA,GMPPA,True,True
Gmppb,GMPPB,GMPPB,True,True
Gmpr,GMPR,GMPR,True,True
Gmpr2,GMPR2,GMPR2,True,True
Gmps,GMPS,GMPS,True,True
Gna11,GNA11,GNA11,True,True
Gna12,GNA12,GNA12,True,True
Gna13,GNA13,GNA13,True,True
Gna14,GNA14,GNA14,True,True
Gna15,GNA15,GNA15,True,True
Gnai1,GNAI1,GNAI1,True,True
Gnai2,GNAI2,GNAI2,True,True
Gnai3,GNAI3,GNAI3,True,True
Gnal,GNAL,GNAL,True,True
Gnao1,GNAO1,GNAO1,True,True
Gnaq,GNAQ,GNAQ,True,True
Gnas,GNAS,GNAS,True,True
Gnat2,GNAT2,GNAT2,False,True
Gnaz,GNAZ,GNAZ,True,True
Gnb1,GNB1,GNB1,True,True
Gnb1l,GNB1L,GNB1L,True,True
Gnb2,GNB2,GNB2,True,True
Gnb3,GNB3,GNB3,True,True
Gnb4,GNB4,GNB4,True,True
Gnb5,GNB5,GNB5,True,True
Gne,GNE,GNE,True,True
Gng10,GNG10,GNG10,True,True
Gng11,GNG11,GNG11,True,True
Gng12,GNG12,GNG12,True,True
Gng13,GNG13,GNG13,True,True
Gng2,GNG2,GNG2,True,True
Gng3,GNG3,GNG3,True,True
Gng4,GNG4,GNG4,True,True
Gng5,GNG5,GNG5,True,True
Gng7,GNG7,GNG7,True,True
Gng8,GNG8,GNG8,True,True
Gngt2,GNGT2,GNGT2,True,True
Gnl1,GNL1,GNL1,True,True
Gnl2,GNL2,GNL2,True,True
Gnl3,GNL3,GNL3,True,True
Gnl3l,GNL3L,GNL3L,True,True
Gnmt,GNMT,GNMT,True,True
Gnpat,GNPAT,GNPAT,True,True
Gnpda1,GNPDA1,GNPDA1,True,True
Gnpda2,GNPDA2,GNPDA2,True,True
Gnpnat1,GNPNAT1,GNPNAT1,True,True
Gnptab,GNPTAB,GNPTAB,True,True
Gnptg,GNPTG,GNPTG,True,True
Gnrh1,GNRH1,GNRH1,True,True
Gns,GNS,GNS,True,True
Golga1,GOLGA1,GOLGA1,True,True
Golga2,GOLGA2,GOLGA2,True,True
Golga3,GOLGA3,GOLGA3,True,True
Golga4,GOLGA4,GOLGA4,True,True
Golga5,GOLGA5,GOLGA5,True,True
Golga7,GOLGA7,GOLGA7,True,True
Golga7b,GOLGA7B,GOLGA7B,True,True
Golgb1,GOLGB1,GOLGB1,True,True
Golim4,GOLIM4,GOLIM4,True,True
Golm1,GOLM1,GOLM1,True,True
Golph3,GOLPH3,GOLPH3,True,True
Golph3l,GOLPH3L,GOLPH3L,True,True
Golt1b,GOLT1B,GOLT1B,True,True
Gon4l,GON4L,GON4L,True,True
Gon7,GON7,GON7,False,True
Gopc,GOPC,GOPC,True,True
Gorab,GORAB,GORAB,True,True
Gorasp1,GORASP1,GORASP1,True,True
Gorasp2,GORASP2,GORASP2,True,True
Gosr1,GOSR1,GOSR1,True,True
Gosr2,GOSR2,GOSR2,True,True
Got1,GOT1,GOT1,True,True
Got1l1,GOT1L1,GOT1L1,False,True
Got2,GOT2,GOT2,True,True
Gp1bb,GP1BB,GP1BB,False,True
Gp5,GP5,GP5,False,True
Gp9,GP9,GP9,False,True
Gpaa1,GPAA1,GPAA1,True,True
Gpalpp1,GPALPP1,GPALPP1,True,True
Gpam,GPAM,GPAM,True,True
Gpank1,GPANK1,GPANK1,True,True
Gpat2,GPAT2,GPAT2,True,True
Gpat3,GPAT3,GPAT3,True,True
Gpat4,GPAT4,GPAT4,True,True
Gpatch1,GPATCH1,GPATCH1,True,True
Gpatch11,GPATCH11,GPATCH11,True,True
Gpatch2,GPATCH2,GPATCH2,True,True
Gpatch2l,GPATCH2L,GPATCH2L,True,True
Gpatch3,GPATCH3,GPATCH3,True,True
Gpatch4,GPATCH4,GPATCH4,True,True
Gpatch8,GPATCH8,GPATCH8,True,True
Gpbp1,GPBP1,GPBP1,True,True
Gpbp1l1,GPBP1L1,GPBP1L1,True,True
Gpc1,GPC1,GPC1,True,True
Gpc2,GPC2,GPC2,True,True
Gpc3,GPC3,GPC3,True,True
Gpc4,GPC4,GPC4,True,True
Gpc5,GPC5,GPC5,True,True
Gpc6,GPC6,GPC6,True,True
Gpcpd1,GPCPD1,GPCPD1,True,True
Gpd1,GPD1,GPD1,True,True
Gpd1l,GPD1L,GPD1L,True,True
Gpd2,GPD2,GPD2,True,True
Gper1,GPER1,GPER1,True,True
Gpha2,GPHA2,GPHA2,False,True
Gphn,GPHN,GPHN,True,True
Gpkow,GPKOW,GPKOW,True,True
Gpld1,GPLD1,GPLD1,True,True
Gpm6a,GPM6A,GPM6A,True,True
Gpm6b,GPM6B,GPM6B,True,True
Gpn1,GPN1,GPN1,True,True
Gpn2,GPN2,GPN2,True,True
Gpn3,GPN3,GPN3,True,True
Gpnmb,GPNMB,GPNMB,True,True
Gpr1,GPR1,GPR1,True,True
Gpr101,GPR101,GPR101,True,True
Gpr107,GPR107,GPR107,True,True
Gpr108,GPR108,GPR108,True,True
Gpr12,GPR12,GPR12,True,True
Gpr132,GPR132,GPR132,True,True
Gpr135,GPR135,GPR135,True,True
Gpr137,GPR137,GPR137,True,True
Gpr137b,GPR137B,GPR137B,True,True
Gpr137c,GPR137C,GPR137C,True,True
Gpr139,GPR139,GPR139,True,True
Gpr141,GPR141,GPR141,True,True
Gpr146,GPR146,GPR146,True,True
Gpr149,GPR149,GPR149,True,True
Gpr150,GPR150,GPR150,False,True
Gpr151,GPR151,GPR151,True,True
Gpr153,GPR153,GPR153,True,True
Gpr155,GPR155,GPR155,True,True
Gpr156,GPR156,GPR156,True,True
Gpr157,GPR157,GPR157,True,True
Gpr158,GPR158,GPR158,True,True
Gpr160,GPR160,GPR160,True,True
Gpr161,GPR161,GPR161,True,True
Gpr162,GPR162,GPR162,True,True
Gpr17,GPR17,GPR17,True,True
Gpr171,GPR171,GPR171,False,True
Gpr173,GPR173,GPR173,True,True
Gpr176,GPR176,GPR176,True,True
Gpr179,GPR179,GPR179,True,True
Gpr18,GPR18,GPR18,False,True
Gpr180,GPR180,GPR180,True,True
Gpr182,GPR182,GPR182,False,True
Gpr183,GPR183,GPR183,True,True
Gpr19,GPR19,GPR19,True,True
Gpr20,GPR20,GPR20,False,True
Gpr21,GPR21,GPR21,False,True
Gpr22,GPR22,GPR22,True,True
Gpr26,GPR26,GPR26,True,True
Gpr27,GPR27,GPR27,True,True
Gpr3,GPR3,GPR3,True,True
Gpr34,GPR34,GPR34,True,True
Gpr35,GPR35,GPR35,True,True
Gpr37,GPR37,GPR37,True,True
Gpr37l1,GPR37L1,GPR37L1,True,True
Gpr4,GPR4,GPR4,True,True
Gpr45,GPR45,GPR45,True,True
Gpr55,GPR55,GPR55,False,True
Gpr6,GPR6,GPR6,False,True
Gpr61,GPR61,GPR61,True,True
Gpr62,GPR62,GPR62,True,True
Gpr63,GPR63,GPR63,True,True
Gpr65,GPR65,GPR65,True,True
Gpr68,GPR68,GPR68,True,True
Gpr75,GPR75,GPR75,True,True
Gpr82,GPR82,GPR82,False,True
Gpr83,GPR83,GPR83,True,True
Gpr84,GPR84,GPR84,True,True
Gpr85,GPR85,GPR85,True,True
Gpr87,GPR87,GPR87,False,True
Gpr88,GPR88,GPR88,True,True
Gprasp1,GPRASP1,GPRASP1,True,True
Gprasp2,GPRASP2,GPRASP2,True,True
Gprc5a,GPRC5A,GPRC5A,True,True
Gprc5b,GPRC5B,GPRC5B,True,True
Gprc5c,GPRC5C,GPRC5C,True,True
Gprin1,GPRIN1,GPRIN1,True,True
Gprin2,GPRIN2,GPRIN2,True,True
Gprin3,GPRIN3,GPRIN3,True,True
Gps1,GPS1,GPS1,True,True
Gps2,GPS2,GPS2,True,True
Gpsm1,GPSM1,GPSM1,True,True
Gpsm2,GPSM2,GPSM2,True,True
Gpsm3,GPSM3,GPSM3,True,True
Gpt,GPT,GPT,True,True
Gpt2,GPT2,GPT2,True,True
Gpx1,GPX1,GPX1,True,False
Gpx2,GPX2,GPX2,False,True
Gpx3,GPX3,GPX3,True,True
Gpx4,GPX4,GPX4,True,True
Gpx7,GPX7,GPX7,True,True
Gpx8,GPX8,GPX8,True,True
Gramd1a,GRAMD1A,GRAMD1A,True,True
Gramd1b,GRAMD1B,GRAMD1B,True,True
Gramd1c,GRAMD1C,GRAMD1C,True,True
Gramd2,GRAMD2,GRAMD2,True,False
Gramd3,GRAMD3,GRAMD3,True,False
Gramd4,GRAMD4,GRAMD4,True,True
Grap,GRAP,GRAP,True,True
Grap2,GRAP2,GRAP2,True,True
Grasp,GRASP,GRASP,True,True
Grb10,GRB10,GRB10,True,True
Grb14,GRB14,GRB14,True,True
Grb2,GRB2,GRB2,True,True
Grb7,GRB7,GRB7,False,True
Greb1,GREB1,GREB1,True,True
Greb1l,GREB1L,GREB1L,True,True
Grem1,GREM1,GREM1,True,True
Grem2,GREM2,GREM2,True,True
Grhl1,GRHL1,GRHL1,True,True
Grhl2,GRHL2,GRHL2,False,True
Grhl3,GRHL3,GRHL3,True,True
Grhpr,GRHPR,GRHPR,True,True
Gria1,GRIA1,GRIA1,True,True
Gria2,GRIA2,GRIA2,True,True
Gria3,GRIA3,GRIA3,True,True
Gria4,GRIA4,GRIA4,True,True
Grid1,GRID1,GRID1,True,True
Grid2,GRID2,GRID2,True,True
Grid2ip,GRID2IP,GRID2IP,True,True
Grifin,GRIFIN,GRIFIN,False,True
Grik1,GRIK1,GRIK1,True,True
Grik2,GRIK2,GRIK2,True,True
Grik3,GRIK3,GRIK3,True,True
Grik4,GRIK4,GRIK4,True,True
Grik5,GRIK5,GRIK5,True,True
Grin1,GRIN1,GRIN1,True,True
Grin2a,GRIN2A,GRIN2A,True,True
Grin2b,GRIN2B,GRIN2B,True,True
Grin2c,GRIN2C,GRIN2C,True,True
Grin2d,GRIN2D,GRIN2D,True,True
Grin3a,GRIN3A,GRIN3A,True,True
Grin3b,GRIN3B,GRIN3B,False,True
Grina,GRINA,GRINA,True,True
Grip1,GRIP1,GRIP1,True,True
Grip2,GRIP2,GRIP2,True,True
Gripap1,GRIPAP1,GRIPAP1,True,True
Grk2,GRK2,GRK2,True,True
Grk3,GRK3,GRK3,True,True
Grk4,GRK4,GRK4,True,True
Grk5,GRK5,GRK5,True,True
Grk6,GRK6,GRK6,True,True
Grm1,GRM1,GRM1,True,True
Grm2,GRM2,GRM2,True,True
Grm3,GRM3,GRM3,True,True
Grm4,GRM4,GRM4,True,True
Grm5,GRM5,GRM5,True,True
Grm7,GRM7,GRM7,True,True
Grm8,GRM8,GRM8,True,True
Grn,GRN,GRN,True,True
Grp,GRP,GRP,True,True
Grpel1,GRPEL1,GRPEL1,True,True
Grpel2,GRPEL2,GRPEL2,True,True
Grsf1,GRSF1,GRSF1,True,True
Grtp1,GRTP1,GRTP1,True,True
Grwd1,GRWD1,GRWD1,True,True
Gsap,GSAP,GSAP,True,True
Gsdmd,GSDMD,GSDMD,True,True
Gsdme,GSDME,GSDME,False,True
Gse1,GSE1,GSE1,True,True
Gsg1,GSG1,GSG1,False,True
Gsg1l,GSG1L,GSG1L,True,True
Gsk3a,GSK3A,GSK3A,True,True
Gsk3b,GSK3B,GSK3B,True,True
Gskip,GSKIP,GSKIP,True,True
Gsn,GSN,GSN,True,True
Gspt1,GSPT1,GSPT1,True,True
Gspt2,GSPT2,GSPT2,True,True
Gsr,GSR,GSR,True,True
Gss,GSS,GSS,True,True
Gsta3,GSTA3,GSTA3,False,True
Gsta4,GSTA4,GSTA4,True,True
Gstcd,GSTCD,GSTCD,True,True
Gstk1,GSTK1,GSTK1,True,True
Gstm1,GSTM1,GSTM1,True,True
Gstm2,GSTM2,GSTM2,True,True
Gstm4,GSTM4,GSTM4,True,True
Gstm5,GSTM5,GSTM5,True,True
Gsto1,GSTO1,GSTO1,True,True
Gsto2,GSTO2,GSTO2,True,True
Gstp1,GSTP1,GSTP1,True,True
Gstt2,GSTT2,GSTT2,True,False
Gstz1,GSTZ1,GSTZ1,True,True
Gsx1,GSX1,GSX1,False,True
Gtdc1,GTDC1,GTDC1,True,True
Gtf2a1,GTF2A1,GTF2A1,True,True
Gtf2a2,GTF2A2,GTF2A2,True,True
Gtf2b,GTF2B,GTF2B,True,True
Gtf2e1,GTF2E1,GTF2E1,True,True
Gtf2e2,GTF2E2,GTF2E2,True,True
Gtf2f1,GTF2F1,GTF2F1,True,True
Gtf2f2,GTF2F2,GTF2F2,True,True
Gtf2h1,GTF2H1,GTF2H1,True,True
Gtf2h2,GTF2H2,GTF2H2,True,True
Gtf2h3,GTF2H3,GTF2H3,True,True
Gtf2h4,GTF2H4,GTF2H4,True,True
Gtf2h5,GTF2H5,GTF2H5,True,True
Gtf2i,GTF2I,GTF2I,True,True
Gtf2ird1,GTF2IRD1,GTF2IRD1,True,True
Gtf2ird2,GTF2IRD2,GTF2IRD2,True,True
Gtf3a,GTF3A,GTF3A,True,True
Gtf3c1,GTF3C1,GTF3C1,True,True
Gtf3c2,GTF3C2,GTF3C2,True,True
Gtf3c3,GTF3C3,GTF3C3,True,True
Gtf3c4,GTF3C4,GTF3C4,True,True
Gtf3c5,GTF3C5,GTF3C5,True,True
Gtf3c6,GTF3C6,GTF3C6,True,True
Gtpbp1,GTPBP1,GTPBP1,True,True
Gtpbp10,GTPBP10,GTPBP10,True,True
Gtpbp2,GTPBP2,GTPBP2,True,True
Gtpbp3,GTPBP3,GTPBP3,True,True
Gtpbp4,GTPBP4,GTPBP4,True,True
Gtpbp6,GTPBP6,GTPBP6,True,True
Gtpbp8,GTPBP8,GTPBP8,True,True
Gtse1,GTSE1,GTSE1,False,True
Guca1a,GUCA1A,GUCA1A,True,False
Guca1b,GUCA1B,GUCA1B,True,True
Gucd1,GUCD1,GUCD1,True,True
Gucy1a1,GUCY1A1,GUCY1A1,False,True
Gucy1a2,GUCY1A2,GUCY1A2,True,True
Gucy1b1,GUCY1B1,GUCY1B1,False,True
Gucy2c,GUCY2C,GUCY2C,False,True
Gucy2f,GUCY2F,GUCY2F,False,True
Guf1,GUF1,GUF1,True,True
Guk1,GUK1,GUK1,True,True
Gulp1,GULP1,GULP1,True,True
Gusb,GUSB,GUSB,True,True
Gxylt1,GXYLT1,GXYLT1,True,True
Gxylt2,GXYLT2,GXYLT2,True,True
Gypa,GYPA,GYPA,False,True
Gypc,GYPC,GYPC,True,True
Gys1,GYS1,GYS1,True,True
Gys2,GYS2,GYS2,True,True
Gzf1,GZF1,GZF1,True,True
Gzmk,GZMK,GZMK,False,True
Gzmm,GZMM,GZMM,False,True
H1f0,H1F0,H1F0,True,True
H1fx,H1FX,H1FX,True,True
H2afj,H2AFJ,H2AFJ,True,True
H2afv,H2AFV,H2AFV,True,True
H2afx,H2AFX,H2AFX,True,True
H2afy,H2AFY,H2AFY,True,True
H2afy2,H2AFY2,H2AFY2,True,True
H2afz,H2AFZ,H2AFZ,True,True
H3f3a,H3F3A,H3F3A,True,True
H3f3b,H3F3B,H3F3B,True,True
H6pd,H6PD,H6PD,True,True
Haao,HAAO,HAAO,True,True
Habp4,HABP4,HABP4,True,True
Hacd1,HACD1,HACD1,True,True
Hacd2,HACD2,HACD2,True,True
Hacd3,HACD3,HACD3,True,True
Hacd4,HACD4,HACD4,True,True
Hace1,HACE1,HACE1,True,True
Hacl1,HACL1,HACL1,True,True
Hadh,HADH,HADH,True,True
Hadha,HADHA,HADHA,True,True
Hadhb,HADHB,HADHB,True,True
Hagh,HAGH,HAGH,True,True
Haghl,HAGHL,HAGHL,True,True
Haglr,HAGLR,HAGLR,True,True
Hal,HAL,HAL,False,True
Hao2,HAO2,HAO2,False,True
Hap1,HAP1,HAP1,True,True
Hapln1,HAPLN1,HAPLN1,True,True
Hapln2,HAPLN2,HAPLN2,True,True
Hapln3,HAPLN3,HAPLN3,True,True
Hapln4,HAPLN4,HAPLN4,False,True
Harbi1,HARBI1,HARBI1,True,True
Hars,HARS,HARS,True,True
Hars2,HARS2,HARS2,True,True
Has1,HAS1,HAS1,True,True
Has2,HAS2,HAS2,True,True
Has3,HAS3,HAS3,True,True
Haspin,HASPIN,HASPIN,False,True
Hat1,HAT1,HAT1,True,True
Haus1,HAUS1,HAUS1,True,True
Haus2,HAUS2,HAUS2,True,True
Haus3,HAUS3,HAUS3,True,True
Haus4,HAUS4,HAUS4,True,True
Haus5,HAUS5,HAUS5,True,True
Haus6,HAUS6,HAUS6,True,True
Haus7,HAUS7,HAUS7,True,True
Haus8,HAUS8,HAUS8,True,True
Havcr2,HAVCR2,HAVCR2,True,True
Hax1,HAX1,HAX1,True,True
Hbegf,HBEGF,HBEGF,True,True
Hbp1,HBP1,HBP1,True,True
Hbs1l,HBS1L,HBS1L,True,True
Hcar1,HCAR1,HCAR1,True,True
Hcar2,HCAR2,HCAR2,False,True
Hccs,HCCS,HCCS,True,True
Hcfc1,HCFC1,HCFC1,True,True
Hcfc1r1,HCFC1R1,HCFC1R1,True,True
Hcfc2,HCFC2,HCFC2,True,True
Hck,HCK,HCK,True,True
Hcls1,HCLS1,HCLS1,True,True
Hcn1,HCN1,HCN1,True,True
Hcn2,HCN2,HCN2,True,True
Hcn3,HCN3,HCN3,True,True
Hcn4,HCN4,HCN4,True,True
Hcrt,HCRT,HCRT,False,True
Hcrtr1,HCRTR1,HCRTR1,True,True
Hcrtr2,HCRTR2,HCRTR2,True,True
Hcst,HCST,HCST,True,True
Hdac1,HDAC1,HDAC1,True,True
Hdac10,HDAC10,HDAC10,True,True
Hdac11,HDAC11,HDAC11,True,True
Hdac2,HDAC2,HDAC2,True,True
Hdac3,HDAC3,HDAC3,True,True
Hdac4,HDAC4,HDAC4,True,True
Hdac5,HDAC5,HDAC5,True,True
Hdac6,HDAC6,HDAC6,True,True
Hdac7,HDAC7,HDAC7,True,True
Hdac8,HDAC8,HDAC8,True,True
Hdac9,HDAC9,HDAC9,True,True
Hdc,HDC,HDC,True,True
Hddc2,HDDC2,HDDC2,True,True
Hddc3,HDDC3,HDDC3,True,True
Hdgf,HDGF,HDGF,True,True
Hdgfl2,HDGFL2,HDGFL2,False,True
Hdgfl3,HDGFL3,HDGFL3,False,True
Hdhd2,HDHD2,HDHD2,True,True
Hdhd3,HDHD3,HDHD3,True,True
Hdhd5,HDHD5,HDHD5,False,True
Hdlbp,HDLBP,HDLBP,True,True
Hdx,HDX,HDX,True,True
Heatr1,HEATR1,HEATR1,True,True
Heatr3,HEATR3,HEATR3,True,True
Heatr4,HEATR4,HEATR4,True,True
Heatr5a,HEATR5A,HEATR5A,True,True
Heatr5b,HEATR5B,HEATR5B,True,True
Heatr6,HEATR6,HEATR6,True,True
Heatr9,HEATR9,HEATR9,False,True
Hebp1,HEBP1,HEBP1,True,True
Hebp2,HEBP2,HEBP2,True,True
Heca,HECA,HECA,True,True
Hectd1,HECTD1,HECTD1,True,True
Hectd2,HECTD2,HECTD2,True,True
Hectd3,HECTD3,HECTD3,True,True
Hectd4,HECTD4,HECTD4,True,True
Hecw1,HECW1,HECW1,True,True
Hecw2,HECW2,HECW2,True,True
Heg1,HEG1,HEG1,True,True
Helb,HELB,HELB,True,True
Hells,HELLS,HELLS,True,True
Helq,HELQ,HELQ,True,True
Helz,HELZ,HELZ,True,True
Helz2,HELZ2,HELZ2,True,True
Hemk1,HEMK1,HEMK1,True,True
Henmt1,HENMT1,HENMT1,True,True
Hepacam,HEPACAM,HEPACAM,True,True
Hepacam2,HEPACAM2,HEPACAM2,False,True
Heph,HEPH,HEPH,True,True
