,names,avg_logFC,ct,pheno
1844,Mob4,-0.923540427744,MHb,resilient
1840,Mllt11,-1.46499177606,MHb,resilient
1832,Minos1,-1.95079527762,MHb,resilient
1829,Mif,-1.9914607375,MHb,resilient
1828,Mien1,-2.06593490814,MHb,resilient
1827,Mid1ip1,-1.35303077642,MHb,resilient
1826,Micu3,-0.927899967478,MHb,resilient
1821,Mgst3,-1.8076107407799997,MHb,resilient
1818,Mgat4c,-0.568041608114,MHb,resilient
1730,Magee1,-1.094775221658,MHb,resilient
1726,Macrod2,-0.76436792348,MHb,resilient
1872,Mrpl20,-2.1552248240600003,MHb,resilient
1719,Ly6h,-0.645897301062,MHb,resilient
1631,Klhdc2,-1.133239074538,MHb,resilient
1628,Klf4,-2.4829269577399997,MHb,resilient
1627,Klf2,-2.6356360074,MHb,resilient
1624,Klc1,-0.774021855108,MHb,resilient
1620,Kifap3,-0.943463037238,MHb,resilient
1618,Kif5b,-0.651750267876,MHb,resilient
1615,Kif2a,-0.784985060032,MHb,resilient
1613,Kif1bp,-1.130926618016,MHb,resilient
1612,Kif1b,-0.5506624387019999,MHb,resilient
1607,Khdrbs3,-0.560763939478,MHb,resilient
1598,Kctd8,-0.818798202826,MHb,resilient
1595,Kctd13,-1.8184747550799998,MHb,resilient
1592,Kcnq3,-1.89860056496,MHb,resilient
1584,Kcnip4,-1.45826315094,MHb,resilient
1579,Kcnd2,-0.92640944528,MHb,resilient
1571,Jund,-2.14913453166,MHb,resilient
1570,Junb,-1.75850295428,MHb,resilient
1569,Jun,-2.14169153668,MHb,resilient
1564,Jarid2,-0.424180420908,MHb,resilient
1554,Itm2b,-1.26459666372,MHb,resilient
1548,Iscu,-1.6178618979200001,MHb,resilient
1536,Insig1,-1.34450296564,MHb,resilient
1534,Inpp4b,-0.45566212296,MHb,resilient
1632,Klhl1,-0.40256516812599996,MHb,resilient
1637,Klhl9,-1.175755890862,MHb,resilient
1649,Krtcap2,-1.261188281618,MHb,resilient
1679,Llph,-1.8855431131000002,MHb,resilient
1717,Luzp2,-0.9232003391079999,MHb,resilient
1713,Luc7l2,0.66629520458,MHb,resilient
1710,Lsm6,-1.3049757797000001,MHb,resilient
1708,Lsm4,-1.7414153214599999,MHb,resilient
1704,Lsm12,-1.56532114276,MHb,resilient
1702,Lsamp,-1.056006820498,MHb,resilient
1701,Lrrtm4,-0.8866408163480001,MHb,resilient
1696,Lrrc4c,-0.8673324840179999,MHb,resilient
1692,Lrp1b,-0.831186460112,MHb,resilient
1688,Lpar1,-0.876724975124,MHb,resilient
1676,Lingo2,-1.123801013366,MHb,resilient
1652,Lamp1,-1.113868281816,MHb,resilient
1673,Lhfpl3,-0.633219059536,MHb,resilient
1668,Leng8,0.8828943185879999,MHb,resilient
1667,Ldhb,-2.0983397242399997,MHb,resilient
1666,Ldha,-1.74495009708,MHb,resilient
1663,Lbh,-1.018136195638,MHb,resilient
1662,Lars2,-0.6909017222739999,MHb,resilient
1660,Laptm4a,-0.80176546867,MHb,resilient
1658,Lamtor5,-1.8376643058400002,MHb,resilient
1655,Lamtor2,-1.8208414614000001,MHb,resilient
1654,Lamtor1,-1.48008126306,MHb,resilient
1870,Mrpl18,-2.05263187768,MHb,resilient
1873,Mrpl21,-1.92045217414,MHb,resilient
2070,Nhlh2,-0.8806654358600001,MHb,resilient
2005,Ndrg2,-0.7143514969220001,MHb,resilient
2032,Ndufb7,-1.7616620702,MHb,resilient
2031,Ndufb6,-2.10756442316,MHb,resilient
2030,Ndufb5,-1.6522942062400001,MHb,resilient
2029,Ndufb4,-2.22553102464,MHb,resilient
2028,Ndufb3,-1.7281795871999999,MHb,resilient
2027,Ndufb2,-1.8923370214,MHb,resilient
2026,Ndufb11,-1.74519472156,MHb,resilient
2025,Ndufb10,-1.8601127337199999,MHb,resilient
2024,Ndufaf8,-1.62894796068,MHb,resilient
2023,Ndufaf3,-1.7199692089200003,MHb,resilient
2022,Ndufaf2,-1.276613180508,MHb,resilient
2021,Ndufab1,-1.9533713834,MHb,resilient
2019,Ndufa8,-1.9970919643,MHb,resilient
2018,Ndufa7,-2.38222396908,MHb,resilient
2017,Ndufa6,-1.62683907022,MHb,resilient
2016,Ndufa5,-1.8926165694800001,MHb,resilient
2015,Ndufa4,-2.30233854524,MHb,resilient
2014,Ndufa3,-1.45245688886,MHb,resilient
2013,Ndufa2,-1.6509445952,MHb,resilient
2012,Ndufa13,-1.53420304154,MHb,resilient
2011,Ndufa12,-1.6690160890399999,MHb,resilient
2010,Ndufa11,-2.0636279479,MHb,resilient
2009,Ndufa10,-1.3574881678,MHb,resilient
2033,Ndufb8,-1.9819875991600002,MHb,resilient
2034,Ndufb9,-1.77080121388,MHb,resilient
2035,Ndufc1,-2.2227220559000003,MHb,resilient
2049,Necab2,-0.49582213400399994,MHb,resilient
2068,Nfu1,-1.46741775798,MHb,resilient
2065,Nfia,-1.121320059266,MHb,resilient
2064,Nfe2l1,-0.57934409565,MHb,resilient
2063,Nfat5,0.6285241321780001,MHb,resilient
2059,Nenf,-1.02609623293,MHb,resilient
2057,Negr1,-0.5119147899440001,MHb,resilient
2056,Nefm,-1.007504676236,MHb,resilient
2055,Nefl,-1.172208070714,MHb,resilient
2053,Nedd8,-1.9494282129399998,MHb,resilient
2052,Nedd4,-0.733555097034,MHb,resilient
2048,Neat1,-1.86511107894,MHb,resilient
2036,Ndufc2,-1.8544649488,MHb,resilient
2047,Ndufv3,-1.77780308602,MHb,resilient
2046,Ndufv2,-1.44374195906,MHb,resilient
2045,Ndufv1,-1.171614056048,MHb,resilient
2044,Ndufs8,-1.52709727984,MHb,resilient
2043,Ndufs7,-1.91532494468,MHb,resilient
2042,Ndufs6,-1.93483419914,MHb,resilient
2041,Ndufs5,-2.0718051802999997,MHb,resilient
2040,Ndufs4,-1.084193238318,MHb,resilient
2039,Ndufs3,-1.5255204618,MHb,resilient
2038,Ndufs2,-1.095302583492,MHb,resilient
2008,Ndufa1,-1.7275391010399999,MHb,resilient
2003,Ndn,-1.46644134202,MHb,resilient
1875,Mrpl23,-1.7228562146,MHb,resilient
2002,Ndfip2,-0.752587350654,MHb,resilient
1913,Mrps24,-1.50563659868,MHb,resilient
1911,Mrps21,-1.68599837702,MHb,resilient
1910,Mrps18c,-1.50089683476,MHb,resilient
1909,Mrps18a,-1.418791396,MHb,resilient
1907,Mrps16,-1.5338211363,MHb,resilient
1905,Mrps14,-1.9599022072399999,MHb,resilient
1904,Mrps12,-1.96695656554,MHb,resilient
1900,Mrpl58,-1.306567581006,MHb,resilient
1899,Mrpl57,-2.0774818594,MHb,resilient
1898,Mrpl55,-1.9475254236000001,MHb,resilient
1897,Mrpl54,-1.78056664556,MHb,resilient
1896,Mrpl52,-1.4302328257999999,MHb,resilient
1895,Mrpl51,-1.52523083334,MHb,resilient
1892,Mrpl48,-1.40221858478,MHb,resilient
1889,Mrpl43,-1.5974244224599998,MHb,resilient
1888,Mrpl42,-1.67710215072,MHb,resilient
1887,Mrpl41,-1.70259948776,MHb,resilient
1884,Mrpl36,-1.9962214816600001,MHb,resilient
1882,Mrpl34,-2.8015404864,MHb,resilient
1881,Mrpl33,-1.243859868404,MHb,resilient
1879,Mrpl30,-1.315684571296,MHb,resilient
1878,Mrpl28,-1.8482514820199998,MHb,resilient
1877,Mrpl27,-1.99562758746,MHb,resilient
1918,Mrps33,-1.9994383475800002,MHb,resilient
1919,Mrps34,-1.2978937915459998,MHb,resilient
1920,Mrps36,-1.95111463338,MHb,resilient
1967,Nap1l1,-0.8824154501999999,MHb,resilient
1995,Ncl,-1.4054228178400001,MHb,resilient
1987,Ncam2,-0.683805470166,MHb,resilient
1985,Ncald,-0.9624617790140001,MHb,resilient
1981,Nbdy,-1.41328508194,MHb,resilient
1975,Nars,-1.3366852584,MHb,resilient
1974,Napg,-0.864235369566,MHb,resilient
1973,Napb,-0.749436608866,MHb,resilient
1971,Nap1l5,-1.52449422256,MHb,resilient
1970,Nap1l4,-1.010600048534,MHb,resilient
1969,Nap1l3,-1.8080941666800001,MHb,resilient
1964,Naca,-1.7308354635,MHb,resilient
1925,Msantd4,-1.6681281401,MHb,resilient
1962,Naaladl2,-0.437147244656,MHb,resilient
1,0610012G03Rik,-1.87991252444,MHb,resilient
1957,Mzt1,-1.2666186308779999,MHb,resilient
1952,Myl6,-1.13830174351,MHb,resilient
1951,Myl12b,-1.7603148616400002,MHb,resilient
1939,Mtss1l,-1.110061675054,MHb,resilient
1932,Mtch1,-0.909482746108,MHb,resilient
1931,Mt3,-1.40299847154,MHb,resilient
1929,Mt1,-1.008676357912,MHb,resilient
1927,Msi2,0.350303820342,MHb,resilient
2663,Riiad1,-1.46053626472,MHb,resilient
2667,Rit2,-0.49957041482599995,MHb,resilient
2675,Rnf11,-1.30935923552,MHb,resilient
3294,Tm2d2,-1.10979885578,MHb,resilient
3377,Tomm5,-1.8504652444399998,MHb,resilient
3375,Tomm22,-1.347506847772,MHb,resilient
3374,Tomm20,-1.43964520826,MHb,resilient
3371,Tnrc6a,0.8514104640019999,MHb,resilient
3365,Tnfaip6,-3.3246454816799997,MHb,resilient
3364,Tmx4,-0.964448917062,MHb,resilient
3360,Tmsb4x,-1.8794115082200002,MHb,resilient
3359,Tmsb10,-1.5490846940199998,MHb,resilient
3356,Tmf1,-1.223847973984,MHb,resilient
3351,Tmem59,-0.932681239802,MHb,resilient
3349,Tmem55b,-1.81092503336,MHb,resilient
3347,Tmem50a,-1.0115356361,MHb,resilient
3340,Tmem258,-1.45425277418,MHb,resilient
3339,Tmem256,-1.42270557586,MHb,resilient
3336,Tmem234,-1.0664222103,MHb,resilient
3327,Tmem176b,-0.787821586342,MHb,resilient
3321,Tmem14c,-1.28562108964,MHb,resilient
3314,Tmem126a,-1.60810446344,MHb,resilient
3312,Tmeff2,-0.86154706281,MHb,resilient
3305,Tmed2,-1.0997260997740002,MHb,resilient
3304,Tmed10,-0.870271892322,MHb,resilient
3303,Tmco1,-1.136448274976,MHb,resilient
3300,Tmbim6,-0.679370823554,MHb,resilient
3378,Tomm7,-1.75175347182,MHb,resilient
3380,Top1,-0.74874895302,MHb,resilient
3386,Tpi1,-1.3464929132999999,MHb,resilient
3417,Trmt112,-1.83349720566,MHb,resilient
3447,Ttc14,0.8434828375540001,MHb,resilient
3444,Tspyl4,-1.7245203872,MHb,resilient
3443,Tspyl1,-1.6660036531400002,MHb,resilient
3442,Tspoap1,1.250449520496,MHb,resilient
3439,Tspan3,-0.9302207645799999,MHb,resilient
3438,Tspan2,-1.52990329268,MHb,resilient
3436,Tspan13,-0.443694190422,MHb,resilient
3433,Tsn,-0.868990483394,MHb,resilient
3423,Trpm3,-0.8378936132139999,MHb,resilient
3419,Trnp1,-1.10033504767,MHb,resilient
3416,Trir,-1.133126943046,MHb,resilient
3387,Tpm1,-1.329456203624,MHb,resilient
3408,Trim30a,-3.46538786518,MHb,resilient
3406,Trf,-2.02158484652,MHb,resilient
3404,Trappc6b,-1.64033236704,MHb,resilient
3402,Trappc4,-1.8506009986599998,MHb,resilient
3400,Trappc2l,-1.8589784923,MHb,resilient
3399,Trappc2,-1.8017796912800002,MHb,resilient
3395,Tpt1,-1.3706492911600001,MHb,resilient
3393,Tprgl,-1.7115211019599998,MHb,resilient
3392,Tpr,-0.8358503844999999,MHb,resilient
3391,Tppp3,-1.264957399908,MHb,resilient
3298,Tma7,-1.6880795240799997,MHb,resilient
3293,Tm2d1,-1.069170289296,MHb,resilient
3453,Ttc9b,-2.00025051464,MHb,resilient
3288,Tle5,27.1189013604,MHb,resilient
3212,Taf10,-1.45405849392,MHb,resilient
3210,Tac2,-1.2836810811400001,MHb,resilient
3205,Syt4,-0.42587946128000004,MHb,resilient
3204,Syt11,-0.763164191818,MHb,resilient
3201,Sys1,-1.27011915085,MHb,resilient
3198,Synpr,-0.672094753244,MHb,resilient
3187,Swi5,-1.61643663462,MHb,resilient
3179,Supt4a,-1.7272816789199998,MHb,resilient
3178,Supt16,-0.9840273830820001,MHb,resilient
3176,Sumo2,-1.8769589823,MHb,resilient
3175,Sumo1,-1.68897914944,MHb,resilient
3173,Sugt1,-1.27454107843,MHb,resilient
3171,Suclg1,-1.26766910868,MHb,resilient
3170,Sucla2,-1.3225660313,MHb,resilient
3169,Sub1,-1.5884376390600001,MHb,resilient
3159,Stx12,-1.086155501616,MHb,resilient
3158,Stub1,-0.85453032582,MHb,resilient
3155,Strap,-1.78994563238,MHb,resilient
3152,Stmn4,-1.32485867234,MHb,resilient
3151,Stmn3,-1.2439737292,MHb,resilient
3150,Stmn2,-1.2204134503319999,MHb,resilient
3149,Stmn1,-1.5419732163,MHb,resilient
3146,Stip1,-1.213262720676,MHb,resilient
3215,Tafa1,27.120688086199998,MHb,resilient
3216,Tagln3,-1.7443145259600001,MHb,resilient
3217,Taldo1,-1.55190442936,MHb,resilient
3248,Tenm1,-0.334297113234,MHb,resilient
3279,Timm8b,-2.0512272926,MHb,resilient
3276,Timm17a,-1.381180883232,MHb,resilient
3275,Timm13,-1.8409869788200002,MHb,resilient
3274,Timm10b,-1.40595816878,MHb,resilient
3271,Tia1,1.07460736151,MHb,resilient
3267,Thsd7b,-0.37404635205599995,MHb,resilient
3264,Thra,-0.8855794163619999,MHb,resilient
3263,Thoc7,-0.983847221126,MHb,resilient
3253,Tesc,-1.43230922352,MHb,resilient
3249,Tenm2,-0.9804637574399999,MHb,resilient
3243,Tcp1,-1.130125173156,MHb,resilient
3222,Tax1bp1,-1.0141596330059999,MHb,resilient
3242,Tcf7l2,-0.465158635374,MHb,resilient
3240,Tcf25,-1.065468974586,MHb,resilient
3237,Tceal9,-1.45367494416,MHb,resilient
3234,Tceal5,-1.74817250432,MHb,resilient
3233,Tceal3,-1.6795882903800001,MHb,resilient
3232,Tceal1,-1.82910366378,MHb,resilient
3231,Tcea1,-1.1857612748920001,MHb,resilient
3229,Tbrg1,-1.89111445446,MHb,resilient
3225,Tbcb,-1.6891804823999998,MHb,resilient
3224,Tbca,-1.6644698678799998,MHb,resilient
3450,Ttc3,-0.681640960058,MHb,resilient
3454,Ttll7,-0.9494539613380001,MHb,resilient
2677,Rnf13,-0.911285809992,MHb,resilient
3571,Vapa,-1.77272522216,MHb,resilient
3657,Zbtb20,-0.698451802022,MHb,resilient
3654,Ywhaz,-1.25593229388,MHb,resilient
3653,Ywhaq,-1.8316586684599998,MHb,resilient
3652,Ywhah,-1.10524220129,MHb,resilient
3651,Ywhag,-1.40219596496,MHb,resilient
3650,Ywhae,-1.6075108519199999,MHb,resilient
3649,Ywhab,-1.95692786108,MHb,resilient
3645,Ypel3,-1.40368784646,MHb,resilient
3642,Yipf4,-1.165513615468,MHb,resilient
3638,Ybx1,-0.9381346891679999,MHb,resilient
3637,Yaf2,-1.12081791881,MHb,resilient
3630,Xkr4,-0.530024831368,MHb,resilient
3618,Wdr83os,-1.56401435368,MHb,resilient
3607,Wbp4,-1.46224680596,MHb,resilient
3606,Wbp2,-0.978832313934,MHb,resilient
3605,Wbp11,-1.3777597420480001,MHb,resilient
3598,Vti1b,-1.228312113862,MHb,resilient
3589,Vps29,-1.46669282876,MHb,resilient
3588,Vps28,-1.6403698042200001,MHb,resilient
3587,Vmp1,-0.9858862606700001,MHb,resilient
3581,Vdac3,-1.6053804499,MHb,resilient
3580,Vdac2,-1.77768307836,MHb,resilient
3579,Vdac1,-2.2569563085,MHb,resilient
3665,Zc3h15,-1.5197474906400001,MHb,resilient
3669,Zcchc12,-1.3894970419400001,MHb,resilient
3670,Zcchc17,-1.17498243004,MHb,resilient
3671,Zcchc18,-0.934044519862,MHb,resilient
3725,Zwint,-1.187122707822,MHb,resilient
3717,Znhit1,-1.48994640628,MHb,resilient
3711,Zmat2,-1.50878125258,MHb,resilient
3706,Zfr,-0.44987238574399996,MHb,resilient
3704,Zfp91,-0.606707778066,MHb,resilient
3700,Zfp706,-1.7099260888199999,MHb,resilient
3684,Zfp106,-0.726866741338,MHb,resilient
3680,Zfand5,-1.059073386324,MHb,resilient
3678,Zeb2,-1.1901706733819999,MHb,resilient
3674,Zcrb1,-1.238592542286,MHb,resilient
3578,Vcp,-1.133844074362,MHb,resilient
3568,Vamp2,-0.815468843366,MHb,resilient
3457,Tuba1a,-1.21954784012,MHb,resilient
3559,Usmg5,-2.46774593374,MHb,resilient
3506,Ube2m,-0.94342732247,MHb,resilient
3505,Ube2l3,-1.0509476755559999,MHb,resilient
3500,Ube2e3,-1.26126091842,MHb,resilient
3499,Ube2e2,-0.60276703367,MHb,resilient
3498,Ube2e1,-1.293236328212,MHb,resilient
3494,Ube2b,-0.8267146852080001,MHb,resilient
3492,Ubc,-1.4289881507,MHb,resilient
3491,Ubb,-2.67154168668,MHb,resilient
3488,Uba52,-0.862736171328,MHb,resilient
3485,Uba2,-1.67144101238,MHb,resilient
3482,U2af1,-1.50834188562,MHb,resilient
3479,Txnl1,-1.48382719038,MHb,resilient
3477,Txndc17,-1.3861724820999999,MHb,resilient
3475,Txn2,-1.1747208547,MHb,resilient
3474,Txn1,-2.043468092,MHb,resilient
3472,Twf1,-1.154398176764,MHb,resilient
3470,Tut4,27.2437386296,MHb,resilient
3465,Tubb5,-1.170957396886,MHb,resilient
3464,Tubb4b,-1.38001110974,MHb,resilient
3463,Tubb4a,-0.968460475456,MHb,resilient
3462,Tubb3,-1.6833468365000002,MHb,resilient
3460,Tubb2a,-2.0250732088,MHb,resilient
3458,Tuba1b,-0.8560279587360001,MHb,resilient
3507,Ube2n,-1.153719798166,MHb,resilient
3509,Ube2q2,-1.092297397936,MHb,resilient
3511,Ube2s,-1.1289441467799999,MHb,resilient
3542,Unc5c,-1.9252419208399998,MHb,resilient
3558,Use1,-1.103080265632,MHb,resilient
3557,Uqcrq,-1.97171163552,MHb,resilient
3556,Uqcrh,-1.92392905416,MHb,resilient
3555,Uqcrfs1,-2.1397646822,MHb,resilient
3554,Uqcrc2,-1.54324551516,MHb,resilient
3553,Uqcrc1,-0.9715970789439999,MHb,resilient
3552,Uqcrb,-2.30861132346,MHb,resilient
3551,Uqcr11,-1.94314522372,MHb,resilient
3550,Uqcr10,-1.90026140486,MHb,resilient
3548,Uqcc2,-1.64887290948,MHb,resilient
3537,Ulk4,-1.8281866567599998,MHb,resilient
3512,Ube2v2,-1.12966252662,MHb,resilient
3534,Ugt8a,-2.2381810580000003,MHb,resilient
3531,Ufm1,-1.54791130198,MHb,resilient
3529,Ufc1,-1.6827232183799998,MHb,resilient
3526,Uchl1,-1.45079112012,MHb,resilient
3523,Ubxn2a,-1.41786281184,MHb,resilient
3522,Ubxn1,-1.028277274192,MHb,resilient
3520,Ubqln2,-0.7928117900780001,MHb,resilient
3516,Ubl5,-2.0404271993400003,MHb,resilient
3515,Ubl3,-0.576875575516,MHb,resilient
3514,Ube3a,-0.578005836704,MHb,resilient
3135,St18,-2.78031081986,MHb,resilient
3134,St13,-1.7826345604999998,MHb,resilient
3133,Ssu72,-1.69291396646,MHb,resilient
2798,Rsrc2,-0.755741451638,MHb,resilient
2826,Saraf,-0.49757790745599995,MHb,resilient
2825,Sar1b,-1.156359314592,MHb,resilient
2816,S100b,-0.91816573462,MHb,resilient
2811,Rwdd1,-1.5625048337,MHb,resilient
2810,Rufy3,-0.520985592204,MHb,resilient
2808,Rtraf,-1.78530265086,MHb,resilient
2807,Rtn4,-1.113537770368,MHb,resilient
2805,Rtn1,-1.2580760313200001,MHb,resilient
2804,Rtl8b,-1.30033017964,MHb,resilient
2803,Rtl8a,-1.18568506107,MHb,resilient
2795,Rsl24d1,-2.07115368944,MHb,resilient
2792,Rrp1,-1.57125141566,MHb,resilient
2786,Rraga,-2.14289194178,MHb,resilient
3131,Sssca1,-2.44699837404,MHb,resilient
2696,Rora,-0.7859402311220001,MHb,resilient
2695,Romo1,-1.9155264105999998,MHb,resilient
2693,Robo3,1.000446837784,MHb,resilient
2692,Robo1,-1.067887119034,MHb,resilient
2689,Rnh1,-1.8300302265400001,MHb,resilient
2688,Rnf7,-1.82047582758,MHb,resilient
2684,Rnf220,-1.9770717806,MHb,resilient
2681,Rnf187,-0.967998885886,MHb,resilient
2678,Rnf14,-1.0853159125079999,MHb,resilient
2827,Sarnp,-1.0197420279440002,MHb,resilient
2828,Sars,-0.684536363444,MHb,resilient
2831,Sbds,-1.4602753011999998,MHb,resilient
2833,Scand1,-1.8704022011199999,MHb,resilient
3045,Snrpf,-1.163578258916,MHb,resilient
3044,Snrpe,-1.8216725576000001,MHb,resilient
3043,Snrpd3,-1.302757475072,MHb,resilient
3042,Snrpd2,-1.6605363368400001,MHb,resilient
3041,Snrpd1,-1.73459540754,MHb,resilient
3038,Snrpb,-1.36845843372,MHb,resilient
3036,Snrnp70,0.685466955636,MHb,resilient
3034,Snrnp27,-1.56051126042,MHb,resilient
3032,Snhg14,28.9706308126,MHb,resilient
3030,Snhg11,0.376411338676,MHb,resilient
3027,Sncg,-1.8678949863,MHb,resilient
3026,Sncb,-0.671700268394,MHb,resilient
3025,Snca,-1.2014145521300001,MHb,resilient
3020,Snap47,-1.6064290865000002,MHb,resilient
3019,Snap25,-0.51898790105,MHb,resilient
3016,Sms,-1.048482551404,MHb,resilient
3011,Smim26,-1.7266267756000002,MHb,resilient
3004,Smim11,-2.08468907106,MHb,resilient
3003,Smim10l1,-1.5347859350000002,MHb,resilient
2999,Smdt1,-1.8147991979400002,MHb,resilient
2992,Smarca5,-0.8415274973379999,MHb,resilient
2991,Smarca2,-0.77775858714,MHb,resilient
2990,Smap2,-1.0209893956579998,MHb,resilient
3047,Snrpn,-1.1887400428900001,MHb,resilient
3048,Sntg1,-0.522251941718,MHb,resilient
3049,Snu13,-1.5856838634600001,MHb,resilient
3098,Sptssa,-1.2736698557800001,MHb,resilient
3130,Ssr4,-0.90718262369,MHb,resilient
3124,Ssb,-1.31400981446,MHb,resilient
3123,Ss18l2,-1.67776897796,MHb,resilient
3119,Srsf3,-0.587501829018,MHb,resilient
3115,Srrm3,0.71119900861,MHb,resilient
3111,Srp9,-1.69156090668,MHb,resilient
3109,Srp19,-1.106544799768,MHb,resilient
3108,Srp14,-1.8775898148799999,MHb,resilient
3100,Sra1,-1.40108631716,MHb,resilient
3099,Sqstm1,-1.1259946531159999,MHb,resilient
3096,Sptbn1,-0.47615990069400005,MHb,resilient
3050,Snw1,-1.227839224588,MHb,resilient
3091,Spop,-0.650958197478,MHb,resilient
3090,Spock3,-1.003629674716,MHb,resilient
3081,Spcs2,-1.28124443148,MHb,resilient
3080,Spcs1,-1.251112624618,MHb,resilient
3079,Sparcl1,-1.11698554464,MHb,resilient
3078,Sparc,-1.2133598758300002,MHb,resilient
3077,Spag9,-0.49595066691800005,MHb,resilient
3062,Sod2,-1.025074531386,MHb,resilient
3061,Sod1,-1.33286738282,MHb,resilient
3058,Snx3,-1.53289265836,MHb,resilient
2989,Smap1,-1.28561354114,MHb,resilient
2983,Slirp,-1.3125155011999998,MHb,resilient
2979,Slc6a11,-1.46285347214,MHb,resilient
2861,Sdhb,-1.7331228673599999,MHb,resilient
2878,Selenop,-1.75113628826,MHb,resilient
2877,Selenom,-1.5589708662,MHb,resilient
2876,Selenok,-1.51197837446,MHb,resilient
2875,Selenoh,-1.94050059702,MHb,resilient
2874,Selenof,-1.49187749212,MHb,resilient
2872,Secisbp2l,-0.984382826004,MHb,resilient
2870,Sec62,-1.25896085006,MHb,resilient
2869,Sec61g,-1.4374011105,MHb,resilient
2868,Sec61b,-2.22940113596,MHb,resilient
2865,Sec11c,-1.40192199122,MHb,resilient
2860,Sdhaf4,-2.04756945502,MHb,resilient
2881,Selenow,-1.119064313858,MHb,resilient
2857,Sdha,-0.606049371028,MHb,resilient
2853,Sdcbp,-1.05754628598,MHb,resilient
2852,Scube1,0.45337597517800005,MHb,resilient
2851,Scrn1,-0.697206393892,MHb,resilient
2850,Scp2,-1.58182093558,MHb,resilient
2849,Scoc,-1.20109792468,MHb,resilient
2843,Schip1,2.0678085291,MHb,resilient
2842,Scg5,-0.613194286988,MHb,resilient
2840,Scg2,-0.784522345058,MHb,resilient
2838,Scd2,-1.006189488092,MHb,resilient
2879,Selenos,-1.3169337064139999,MHb,resilient
2882,Sem1,-1.73140837222,MHb,resilient
2977,Slc4a4,-1.118081809126,MHb,resilient
2924,Sh3bgrl,-0.965305260452,MHb,resilient
2964,Slc25a5,-1.96082719872,MHb,resilient
2963,Slc25a4,-2.2978339116399997,MHb,resilient
2959,Slc25a3,-1.51228845788,MHb,resilient
2958,Slc25a11,-1.6615847873399998,MHb,resilient
2955,Slc24a2,-0.487340396476,MHb,resilient
2953,Slc1a2,-1.3194453074799999,MHb,resilient
2946,Skp1a,-2.0482706903400003,MHb,resilient
2943,Sirt2,-0.645137426394,MHb,resilient
2941,Sik3,-0.538189492816,MHb,resilient
2926,Sh3bgrl3,-1.6701671475,MHb,resilient
2917,Sgcz,-0.6243071911879999,MHb,resilient
2889,Sept4,-1.4523337862599999,MHb,resilient
2915,Sfxn5,-0.942097883622,MHb,resilient
2912,Sfr1,-1.94040709408,MHb,resilient
2910,Sf3b6,-1.90910317278,MHb,resilient
2909,Sf3b5,-2.10207764876,MHb,resilient
2908,Sf3b2,-0.9783424951240001,MHb,resilient
2902,Set,-1.44568022242,MHb,resilient
2897,Serp2,-1.49178807096,MHb,resilient
2894,Serf2,-1.48278017548,MHb,resilient
2892,Serbp1,-1.35554116104,MHb,resilient
2890,Sept7,-1.58089725422,MHb,resilient
1530,Ina,-0.945436220912,MHb,resilient
1960,Naa38,-1.80170595168,MHb,resilient
1104,Fam174a,-1.197389919908,MHb,resilient
547,Cdc37l1,-0.6580279242779999,MHb,resilient
